quotation_row_id,quotation_code,stage_id,category_id,subcategory_id,current_description,unit,quantity,section,proposed_source_type,proposed_source_id,client_selectable,existing_product_library_match,existing_estimating_catalogue_match,explicit_estimating_master_match,match_confidence,duplicate_group,unresolved_reason,migration_status,notes
quote-1454,1454,stage:fix-out,category:cabinetry,subcategory:cabinet-units-components,LAUNDRY BENCH,LM,,MISC CABINETRY,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1455,1455,stage:fix-out,category:cabinetry,subcategory:cabinet-units-components,GRANITE BENCHTOPS,M2,,MISC CABINETRY,product,product:cabinetry:cabinet-units-components:granite-benchtops,true,,,,rule,product:cabinetry:cabinet-units-components:granite-benchtops,,missing-product-library-candidate,Physical product/material candidate.
quote-1456,1456,stage:fix-out,category:cabinetry,subcategory:cabinet-units-components,ADD FOR WATERFALL ENDS,EACH,,MISC CABINETRY,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1457,1457,stage:fix-out,category:cabinetry,subcategory:cabinet-units-components,KITCHEN SPLASHBACK,M2,,MISC CABINETRY,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1458,1458,stage:fix-out,category:cabinetry,subcategory:cabinet-units-components,EXTRA FOR CREATEC GLOSS BOARD,ITEM,,MISC CABINETRY,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1462,1462,stage:unassigned,category:whitegoods,subcategory:item,ITEM,UNIT,QTY,WHITEGOODS,informational,,false,,,,rule,,,not-a-catalogue-record,Repeated imported column header row; not a catalogue record.
quote-1465,1465,stage:unassigned,category:arc,subcategory:arc-base-pack,ARC BASE PACK,EACH,,ARC,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1466,1466,stage:unassigned,category:appliances,subcategory:cooktops,CERAN COOKTOP (ICC6GE2),EACH,,ARC,product,product:appliances:cooktops:ceran-cooktop-icc6ge2,true,,,,rule,product:appliances:cooktops:ceran-cooktop-icc6ge2,,missing-product-library-candidate,Physical product/material candidate.
quote-1467,1467,stage:unassigned,category:appliances,subcategory:cooktops,SOLID ELEMENT COOKTOP ACS6SE2,EACH,,ARC,product,product:appliances:cooktops:solid-element-cooktop-acs6se2,true,,,,rule,product:appliances:cooktops:solid-element-cooktop-acs6se2,,missing-product-library-candidate,Physical product/material candidate.
quote-1468,1468,stage:unassigned,category:appliances,subcategory:built-in-ovens,MULTI FUNCTION OVEN (AOS6SE1),EACH,,ARC,product,product:appliances:built-in-ovens:multi-function-oven-aos6se1,true,,,,rule,product:appliances:built-in-ovens:multi-function-oven-aos6se1,,missing-product-library-candidate,Physical product/material candidate.
quote-1469,1469,stage:unassigned,category:arc,subcategory:slideout-recirculating-ranghood-irr6se1,SLIDEOUT RECIRCULATING RANGHOOD (IRR6SE1),EACH,,ARC,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1472,1472,stage:unassigned,category:euromaid,subcategory:euromaid-base-pack,EUROMAID BASE PACK,EACH,,EUROMAID,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1473,1473,stage:unassigned,category:appliances,subcategory:built-in-ovens,EUROMAID MULTIFUNCTION OVEN BS8,EACH,,EUROMAID,product,product:appliances:built-in-ovens:euromaid-multifunction-oven-bs8,true,,,,rule,product:appliances:built-in-ovens:euromaid-multifunction-oven-bs8,,missing-product-library-candidate,Physical product/material candidate.
quote-1474,1474,stage:unassigned,category:appliances,subcategory:cooktops,EUROMAID CERAN COOKTOP KCS4,EACH,,EUROMAID,product,product:appliances:cooktops:euromaid-ceran-cooktop-kcs4,true,,,,rule,product:appliances:cooktops:euromaid-ceran-cooktop-kcs4,,missing-product-library-candidate,Physical product/material candidate.
quote-1475,1475,stage:unassigned,category:appliances,subcategory:cooktops,EUROMAID 600mm GAS COOKTOP WK60s,EACH,,EUROMAID,product,product:appliances:cooktops:euromaid-600mm-gas-cooktop-wk60s,true,,,,rule,product:appliances:cooktops:euromaid-600mm-gas-cooktop-wk60s,,missing-product-library-candidate,Physical product/material candidate.
quote-1476,1476,stage:unassigned,category:appliances,subcategory:rangehoods,EUORMAID GLASS CANOPY RANGEHOOD,EACH,,EUROMAID,product,product:appliances:rangehoods:euormaid-glass-canopy-rangehood,true,,,,rule,product:appliances:rangehoods:euormaid-glass-canopy-rangehood,,missing-product-library-candidate,Physical product/material candidate.
quote-1477,1477,stage:unassigned,category:appliances,subcategory:rangehoods,EUROMAID RECIRULATING RANGEHOOD CS80S,EACH,,EUROMAID,product,product:appliances:rangehoods:euromaid-recirulating-rangehood-cs80s,true,,,,rule,product:appliances:rangehoods:euromaid-recirulating-rangehood-cs80s,,missing-product-library-candidate,Physical product/material candidate.
quote-1478,1478,stage:unassigned,category:appliances,subcategory:dishwashers,EUROMAID DISHWASHER DW24S,EACH,,EUROMAID,assembly,assembly:appliances:dishwashers:euromaid-dishwasher-dw24s,false,,quote-1478,,derived-runtime,assembly:appliances:dishwashers:euromaid-dishwasher-dw24s,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1481,1481,stage:unassigned,category:ariston,subcategory:ariston-base-pack,ARISTON BASE PACK,EACH,,ARISTON,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1482,1482,stage:unassigned,category:appliances,subcategory:built-in-ovens,ARISTON MULTIFUNCTION OVEN FZ51ix,EACH,,ARISTON,product,product:appliances:built-in-ovens:ariston-multifunction-oven-fz51ix,true,,,,rule,product:appliances:built-in-ovens:ariston-multifunction-oven-fz51ix,,missing-product-library-candidate,Physical product/material candidate.
quote-1483,1483,stage:lock-up,category:appliances,subcategory:built-in-ovens,ARISTON M/FUNCT OVEN WITH CLOCK & LINERS,EACH,,ARISTON,product,product:appliances:built-in-ovens:ariston-m-funct-oven-with-clock-and-liners,true,,,,rule,product:appliances:built-in-ovens:ariston-m-funct-oven-with-clock-and-liners,,missing-product-library-candidate,Physical product/material candidate.
quote-1484,1484,stage:unassigned,category:appliances,subcategory:cooktops,ARISTON 600mm TOUCH CONTROL COOKTOP,EACH,,ARISTON,product,product:appliances:cooktops:ariston-600mm-touch-control-cooktop,true,,,,rule,product:appliances:cooktops:ariston-600mm-touch-control-cooktop,,missing-product-library-candidate,Physical product/material candidate.
quote-1485,1485,stage:unassigned,category:appliances,subcategory:cooktops,ARISTON 600mm GAS COOKTOP PH640MTIX,EACH,,ARISTON,product,product:appliances:cooktops:ariston-600mm-gas-cooktop-ph640mtix,true,,,,rule,product:appliances:cooktops:ariston-600mm-gas-cooktop-ph640mtix,,missing-product-library-candidate,Physical product/material candidate.
quote-1486,1486,stage:unassigned,category:appliances,subcategory:cooktops,ARISTON GLASS COOKTOP PF640ESTix,EACH,,ARISTON,product,product:appliances:cooktops:ariston-glass-cooktop-pf640estix,true,,,,rule,product:appliances:cooktops:ariston-glass-cooktop-pf640estix,,missing-product-library-candidate,Physical product/material candidate.
quote-1487,1487,stage:unassigned,category:ariston,subcategory:ariston-900mm-upright-stove-cp059mdx,ARISTON 900mm UPRIGHT STOVE CP059MDx,EACH,,ARISTON,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1488,1488,stage:unassigned,category:appliances,subcategory:rangehoods,ARISTON 900MM CANOPY RANGEHOOD SAR90ix,EACH,,ARISTON,product,product:appliances:rangehoods:ariston-900mm-canopy-rangehood-sar90ix,true,,,,rule,product:appliances:rangehoods:ariston-900mm-canopy-rangehood-sar90ix,,missing-product-library-candidate,Physical product/material candidate.
quote-1489,1489,stage:unassigned,category:ariston,subcategory:ariston-600mm-slide-out-ranghood-rec,ARISTON 600mm SLIDE OUT RANGHOOD (REC),EACH,,ARISTON,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1490,1490,stage:unassigned,category:appliances,subcategory:dishwashers,ARISTON DISHWASHER LBF51x,EACH,,ARISTON,assembly,assembly:appliances:dishwashers:ariston-dishwasher-lbf51x,false,,quote-1490,,derived-runtime,assembly:appliances:dishwashers:ariston-dishwasher-lbf51x,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1491,1491,stage:unassigned,category:appliances,subcategory:dishwashers,ARISTON INTEGRATED DISHWASHER LFT216A,EACH,,ARISTON,assembly,assembly:appliances:dishwashers:ariston-integrated-dishwasher-lft216a,false,,quote-1491,,derived-runtime,assembly:appliances:dishwashers:ariston-integrated-dishwasher-lft216a,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1492,1492,stage:unassigned,category:appliances,subcategory:built-in-ovens,ARISTON MICROWAVE OVEN MWA228ix,EACH,,ARISTON,product,product:appliances:built-in-ovens:ariston-microwave-oven-mwa228ix,true,,,,rule,product:appliances:built-in-ovens:ariston-microwave-oven-mwa228ix,,missing-product-library-candidate,Physical product/material candidate.
quote-1496,1496,stage:unassigned,category:appliances,subcategory:dishwashers,BASE PACK INC DISHWASHER,EACH,,OMEGA,assembly,assembly:appliances:dishwashers:base-pack-inc-dishwasher,false,,quote-1496,,derived-runtime,assembly:appliances:dishwashers:base-pack-inc-dishwasher,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1497,1497,stage:unassigned,category:appliances,subcategory:built-in-ovens,OMEGA 00651XR 600mm S/S OVEN,EACH,,OMEGA,product,product:appliances:built-in-ovens:omega-00651xr-600mm-s-s-oven,true,,,,rule,product:appliances:built-in-ovens:omega-00651xr-600mm-s-s-oven,,missing-product-library-candidate,Physical product/material candidate.
quote-1498,1498,stage:unassigned,category:appliances,subcategory:cooktops,OMEGA 0C64BA 600mm CERAMIC COOKTOP,EACH,,OMEGA,product,product:appliances:cooktops:omega-0c64ba-600mm-ceramic-cooktop,true,,,,rule,product:appliances:cooktops:omega-0c64ba-600mm-ceramic-cooktop,,missing-product-library-candidate,Physical product/material candidate.
quote-1499,1499,stage:unassigned,category:appliances,subcategory:rangehoods,OMEGA ORT6WXA 600mm SLIDEOUT RANGEHOOD,EACH,,OMEGA,product,product:appliances:rangehoods:omega-ort6wxa-600mm-slideout-rangehood,true,,,,rule,product:appliances:rangehoods:omega-ort6wxa-600mm-slideout-rangehood,,missing-product-library-candidate,Physical product/material candidate.
quote-1500,1500,stage:unassigned,category:appliances,subcategory:dishwashers,OMEGA ODW702XB 600mm S/S DISHWASHER,EACH,,OMEGA,assembly,assembly:appliances:dishwashers:omega-odw702xb-600mm-s-s-dishwasher,false,,quote-1500,,derived-runtime,assembly:appliances:dishwashers:omega-odw702xb-600mm-s-s-dishwasher,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1501,1501,stage:unassigned,category:omega,subcategory:omega-upgrade-options,OMEGA UPGRADE OPTIONS,,,OMEGA,heading,,false,,,,rule,,,not-a-catalogue-record,Section-like row with no useful pricing unit or quantity.
quote-1502,1502,stage:lock-up,category:appliances,subcategory:built-in-ovens,"OMEGA OO652XR 600mm s/steel multifunction oven, clock",EACH,,OMEGA,product,product:appliances:built-in-ovens:omega-oo652xr-600mm-s-steel-multifunction-oven-clock,true,,,,rule,product:appliances:built-in-ovens:omega-oo652xr-600mm-s-steel-multifunction-oven-clock,,missing-product-library-candidate,Physical product/material candidate.
quote-1503,1503,stage:lock-up,category:appliances,subcategory:built-in-ovens,"OMEGA OO971XN 900mm s/steel multifunction oven, clock",EACH,,OMEGA,product,product:appliances:built-in-ovens:omega-oo971xn-900mm-s-steel-multifunction-oven-clock,true,,,,rule,product:appliances:built-in-ovens:omega-oo971xn-900mm-s-steel-multifunction-oven-clock,,missing-product-library-candidate,Physical product/material candidate.
quote-1504,1504,stage:unassigned,category:omega,subcategory:omega-of901xa-900mm-s-steel-multifunction-electric-gas-upright-range,OMEGA OF901XA 900mm s/steel multifunction electric/gas upright range,EACH,,OMEGA,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1505,1505,stage:unassigned,category:appliances,subcategory:cooktops,"OMEGA OG60XA 600mm s/steel gas cooktop, electric ignition",EACH,,OMEGA,product,product:appliances:cooktops:omega-og60xa-600mm-s-steel-gas-cooktop-electric-ignition,true,,,,rule,product:appliances:cooktops:omega-og60xa-600mm-s-steel-gas-cooktop-electric-ignition,,missing-product-library-candidate,Physical product/material candidate.
quote-1506,1506,stage:unassigned,category:appliances,subcategory:cooktops,"OMEGA OG91XA 900mm s/steel gas cooktop, electric ignition,wok burner, cast trivets",EACH,,OMEGA,product,product:appliances:cooktops:omega-og91xa-900mm-s-steel-gas-cooktop-electric-ignition-wok-burner-cast-trivets,true,,,,rule,product:appliances:cooktops:omega-og91xa-900mm-s-steel-gas-cooktop-electric-ignition-wok-burner-cast-trivets,,missing-product-library-candidate,Physical product/material candidate.
quote-1507,1507,stage:unassigned,category:appliances,subcategory:cooktops,"OMEGA OG91XA 900mm ceramic cooktop, trimless,touch control",EACH,,OMEGA,product,product:appliances:cooktops:omega-og91xa-900mm-ceramic-cooktop-trimless-touch-control,true,,,,rule,product:appliances:cooktops:omega-og91xa-900mm-ceramic-cooktop-trimless-touch-control,,missing-product-library-candidate,Physical product/material candidate.
quote-1508,1508,stage:unassigned,category:appliances,subcategory:rangehoods,"OMEGA OR617CXA 600mm s/steel canopy rangehood, 550m3/hr",EACH,,OMEGA,product,product:appliances:rangehoods:omega-or617cxa-600mm-s-steel-canopy-rangehood-550m3-hr,true,,,,rule,product:appliances:rangehoods:omega-or617cxa-600mm-s-steel-canopy-rangehood-550m3-hr,,missing-product-library-candidate,Physical product/material candidate.
quote-1509,1509,stage:unassigned,category:appliances,subcategory:rangehoods,"OMEGA OR917CXA 900mm s/steel canopy rangehood, 550m3/hr",EACH,,OMEGA,product,product:appliances:rangehoods:omega-or917cxa-900mm-s-steel-canopy-rangehood-550m3-hr,true,,,,rule,product:appliances:rangehoods:omega-or917cxa-900mm-s-steel-canopy-rangehood-550m3-hr,,missing-product-library-candidate,Physical product/material candidate.
quote-1510,1510,stage:unassigned,category:appliances,subcategory:rangehoods,OMEGA OR915CXA 900mm s/steel and curved glass canopy rangehood,EACH,,OMEGA,product,product:appliances:rangehoods:omega-or915cxa-900mm-s-steel-and-curved-glass-canopy-rangehood,true,,,,rule,product:appliances:rangehoods:omega-or915cxa-900mm-s-steel-and-curved-glass-canopy-rangehood,,missing-product-library-candidate,Physical product/material candidate.
quote-1511,1511,stage:unassigned,category:appliances,subcategory:rangehoods,"OMEGA OR920CXB 900mm s/steel canopy rangehood, 900m3/hr, LED lighting",EACH,,OMEGA,product,product:appliances:rangehoods:omega-or920cxb-900mm-s-steel-canopy-rangehood-900m3-hr-led-lighting,true,,,,rule,product:appliances:rangehoods:omega-or920cxb-900mm-s-steel-canopy-rangehood-900m3-hr-led-lighting,,missing-product-library-candidate,Physical product/material candidate.
quote-1512,1512,stage:unassigned,category:appliances,subcategory:dishwashers,OMEGA OFI603A 600mm fully integrated dishwasher,EACH,,OMEGA,assembly,assembly:appliances:dishwashers:omega-ofi603a-600mm-fully-integrated-dishwasher,false,,quote-1512,,derived-runtime,assembly:appliances:dishwashers:omega-ofi603a-600mm-fully-integrated-dishwasher,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1516,1516,stage:unassigned,category:blanco,subcategory:blanco-base-pack,BLANCO BASE PACK,EACH,,BLANCO,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1517,1517,stage:unassigned,category:appliances,subcategory:built-in-ovens,"BLANCO OE604XP 600mm s/steel fan forced oven, timer",EACH,,BLANCO,product,product:appliances:built-in-ovens:blanco-oe604xp-600mm-s-steel-fan-forced-oven-timer,true,,,,rule,product:appliances:built-in-ovens:blanco-oe604xp-600mm-s-steel-fan-forced-oven-timer,,missing-product-library-candidate,Physical product/material candidate.
quote-1518,1518,stage:unassigned,category:appliances,subcategory:cooktops,"BLANCO BCCK60N 600mm ceramic cooktop, trimless, knob control",EACH,,BLANCO,product,product:appliances:cooktops:blanco-bcck60n-600mm-ceramic-cooktop-trimless-knob-control,true,,,,rule,product:appliances:cooktops:blanco-bcck60n-600mm-ceramic-cooktop-trimless-knob-control,,missing-product-library-candidate,Physical product/material candidate.
quote-1519,1519,stage:unassigned,category:appliances,subcategory:rangehoods,BLANCO BRSR60X 600mm s/steel slideaway front recirculating rangehood,EACH,,BLANCO,product,product:appliances:rangehoods:blanco-brsr60x-600mm-s-steel-slideaway-front-recirculating-rangehood,true,,,,rule,product:appliances:rangehoods:blanco-brsr60x-600mm-s-steel-slideaway-front-recirculating-rangehood,,missing-product-library-candidate,Physical product/material candidate.
quote-1520,1520,stage:unassigned,category:appliances,subcategory:dishwashers,BLANCO DWF6XP 600mm s/steel dishwasher,EACH,,BLANCO,assembly,assembly:appliances:dishwashers:blanco-dwf6xp-600mm-s-steel-dishwasher,false,,quote-1520,,derived-runtime,assembly:appliances:dishwashers:blanco-dwf6xp-600mm-s-steel-dishwasher,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1522,1522,stage:lock-up,category:appliances,subcategory:built-in-ovens,"BLANCO OE606XP 600mm s/steel multifunction oven, clock",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:built-in-ovens:blanco-oe606xp-600mm-s-steel-multifunction-oven-clock,true,,,,rule,product:appliances:built-in-ovens:blanco-oe606xp-600mm-s-steel-multifunction-oven-clock,,missing-product-library-candidate,Physical product/material candidate.
quote-1523,1523,stage:lock-up,category:appliances,subcategory:built-in-ovens,"BLANCO OE606X 600mm black glass multifunction oven, clock",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:built-in-ovens:blanco-oe606x-600mm-black-glass-multifunction-oven-clock,true,,,,rule,product:appliances:built-in-ovens:blanco-oe606x-600mm-black-glass-multifunction-oven-clock,,missing-product-library-candidate,Physical product/material candidate.
quote-1524,1524,stage:lock-up,category:appliances,subcategory:built-in-ovens,"BLANCO OE908XP 900mm s/steel multifunction oven, clock",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:built-in-ovens:blanco-oe908xp-900mm-s-steel-multifunction-oven-clock,true,,,,rule,product:appliances:built-in-ovens:blanco-oe908xp-900mm-s-steel-multifunction-oven-clock,,missing-product-library-candidate,Physical product/material candidate.
quote-1525,1525,stage:unassigned,category:blanco-upgrade-options,subcategory:blanco-fd9085wx-900mm-s-steel-multifunction-electric-gas-upright-range,BLANCO FD9085WX 900mm s/steel multifunction electric/gas upright range,EACH,,BLANCO UPGRADE OPTIONS,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1526,1526,stage:unassigned,category:appliances,subcategory:cooktops,"BLANCO CG604WXP 600mm s/steel gas cooktop, wok burner, electric ignition",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:cooktops:blanco-cg604wxp-600mm-s-steel-gas-cooktop-wok-burner-electric-ignition,true,,,,rule,product:appliances:cooktops:blanco-cg604wxp-600mm-s-steel-gas-cooktop-wok-burner-electric-ignition,,missing-product-library-candidate,Physical product/material candidate.
quote-1527,1527,stage:unassigned,category:appliances,subcategory:cooktops,"BLANCO CG905WXC 900mm s/steel gas cooktop, elect ign,wok burner, cast trivets",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:cooktops:blanco-cg905wxc-900mm-s-steel-gas-cooktop-elect-ign-wok-burner-cast-trivets,true,,,,rule,product:appliances:cooktops:blanco-cg905wxc-900mm-s-steel-gas-cooktop-elect-ign-wok-burner-cast-trivets,,missing-product-library-candidate,Physical product/material candidate.
quote-1528,1528,stage:unassigned,category:appliances,subcategory:cooktops,"BLANCO CCT905X 900mm ceramic cooktop, trimless, touch control, autoboil, timer",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:cooktops:blanco-cct905x-900mm-ceramic-cooktop-trimless-touch-control-autoboil-timer,true,,,,rule,product:appliances:cooktops:blanco-cct905x-900mm-ceramic-cooktop-trimless-touch-control-autoboil-timer,,missing-product-library-candidate,Physical product/material candidate.
quote-1529,1529,stage:unassigned,category:appliances,subcategory:rangehoods,"BLANCO BWCE9X 900mm s/steel canopy rangehood, 650m3/hr",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:rangehoods:blanco-bwce9x-900mm-s-steel-canopy-rangehood-650m3-hr,true,,,,rule,product:appliances:rangehoods:blanco-bwce9x-900mm-s-steel-canopy-rangehood-650m3-hr,,missing-product-library-candidate,Physical product/material candidate.
quote-1530,1530,stage:unassigned,category:appliances,subcategory:rangehoods,"BLANCO BWC9X 900mm s/steel canopy rangehood, 900m3/hr",EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:rangehoods:blanco-bwc9x-900mm-s-steel-canopy-rangehood-900m3-hr,true,,,,rule,product:appliances:rangehoods:blanco-bwc9x-900mm-s-steel-canopy-rangehood-900m3-hr,,missing-product-library-candidate,Physical product/material candidate.
quote-1531,1531,stage:unassigned,category:appliances,subcategory:dishwashers,"BLANCO DWF5X 600mm s/steel dishwasher, 4 star water rating",EACH,,BLANCO UPGRADE OPTIONS,assembly,assembly:appliances:dishwashers:blanco-dwf5x-600mm-s-steel-dishwasher-4-star-water-rating,false,,quote-1531,,derived-runtime,assembly:appliances:dishwashers:blanco-dwf5x-600mm-s-steel-dishwasher-4-star-water-rating,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1532,1532,stage:unassigned,category:appliances,subcategory:microwaves,BLANCO MF29SX s/steel 29 litre microwave,EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:microwaves:blanco-mf29sx-s-steel-29-litre-microwave,true,,,,rule,product:appliances:microwaves:blanco-mf29sx-s-steel-29-litre-microwave,,missing-product-library-candidate,Physical product/material candidate.
quote-1533,1533,stage:unassigned,category:appliances,subcategory:microwaves,BLANCO MTK29X 600mm s/steel built in trim kit for microwave,EACH,,BLANCO UPGRADE OPTIONS,product,product:appliances:microwaves:blanco-mtk29x-600mm-s-steel-built-in-trim-kit-for-microwave,true,,,,rule,product:appliances:microwaves:blanco-mtk29x-600mm-s-steel-built-in-trim-kit-for-microwave,,missing-product-library-candidate,Physical product/material candidate.
quote-1537,1537,stage:unassigned,category:smeg,subcategory:base-smeg-pack,BASE SMEG PACK,EACH,,SMEG,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1538,1538,stage:unassigned,category:appliances,subcategory:built-in-ovens,"SMEG SA561X-9 600mm s/steel 9 function oven, thermoseal cooking, timer",EACH,,SMEG,product,product:appliances:built-in-ovens:smeg-sa561x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-timer,true,,,,rule,product:appliances:built-in-ovens:smeg-sa561x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-timer,,missing-product-library-candidate,Physical product/material candidate.
quote-1539,1539,stage:unassigned,category:appliances,subcategory:cooktops,"SMEG SA611XC 600mm ceramic cooktop, trimless, touch control",EACH,,SMEG,product,product:appliances:cooktops:smeg-sa611xc-600mm-ceramic-cooktop-trimless-touch-control,true,,,,rule,product:appliances:cooktops:smeg-sa611xc-600mm-ceramic-cooktop-trimless-touch-control,,missing-product-library-candidate,Physical product/material candidate.
quote-1540,1540,stage:unassigned,category:appliances,subcategory:rangehoods,SMEG SAH460SS-1 600mm s/steel slideaway front recirculating rangehood,EACH,,SMEG,product,product:appliances:rangehoods:smeg-sah460ss-1-600mm-s-steel-slideaway-front-recirculating-rangehood,true,,,,rule,product:appliances:rangehoods:smeg-sah460ss-1-600mm-s-steel-slideaway-front-recirculating-rangehood,,missing-product-library-candidate,Physical product/material candidate.
quote-1541,1541,stage:unassigned,category:appliances,subcategory:dishwashers,"SMEG DWA149S 600mm s/steel dishwasher, 4 star water rating",EACH,,SMEG,assembly,assembly:appliances:dishwashers:smeg-dwa149s-600mm-s-steel-dishwasher-4-star-water-rating,false,,quote-1541,,derived-runtime,assembly:appliances:dishwashers:smeg-dwa149s-600mm-s-steel-dishwasher-4-star-water-rating,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1543,1543,stage:lock-up,category:appliances,subcategory:built-in-ovens,"SMEG SA578X-9 600mm s/steel 9 function oven, thermoseal cooking, programmable clock",EACH,,SMEG UPGRADE OPTIONS,product,product:appliances:built-in-ovens:smeg-sa578x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-programmable-clock,true,,,,rule,product:appliances:built-in-ovens:smeg-sa578x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-programmable-clock,,missing-product-library-candidate,Physical product/material candidate.
quote-1544,1544,stage:unassigned,category:appliances,subcategory:built-in-ovens,"SMEG SAP578X-9 600mm s/steel 9 function oven, thermoseal cooking, pyrolytic cleaning",EACH,,SMEG UPGRADE OPTIONS,assembly,assembly:appliances:built-in-ovens:smeg-sap578x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-pyrolytic-cleaning,false,,quote-1544,,derived-runtime,assembly:appliances:built-in-ovens:smeg-sap578x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-pyrolytic-cleaning,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1545,1545,stage:unassigned,category:appliances,subcategory:built-in-ovens,SMEG SA45VX2 600mm compact inbuilt steam oven,EACH,,SMEG UPGRADE OPTIONS,assembly,assembly:appliances:built-in-ovens:smeg-sa45vx2-600mm-compact-inbuilt-steam-oven,false,,quote-1545,,derived-runtime,assembly:appliances:built-in-ovens:smeg-sa45vx2-600mm-compact-inbuilt-steam-oven,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1546,1546,stage:preliminaries,category:preliminaries,subcategory:statutory-fees,SMEG CMS45X 600mm compact inbuilt coffee machine,EACH,,SMEG UPGRADE OPTIONS,estimating-item,estimating:preliminaries:statutory-fees:smeg-cms45x-600mm-compact-inbuilt-coffee-machine,false,,quote-1546,,derived-runtime,estimating:preliminaries:statutory-fees:smeg-cms45x-600mm-compact-inbuilt-coffee-machine,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1547,1547,stage:lock-up,category:appliances,subcategory:built-in-ovens,"SMEG SA990XR8 900mm s/steel multifunction oven, thermoseal cooking, programmable clock",EACH,,SMEG UPGRADE OPTIONS,product,product:appliances:built-in-ovens:smeg-sa990xr8-900mm-s-steel-multifunction-oven-thermoseal-cooking-programmable-clock,true,,,,rule,product:appliances:built-in-ovens:smeg-sa990xr8-900mm-s-steel-multifunction-oven-thermoseal-cooking-programmable-clock,,missing-product-library-candidate,Physical product/material candidate.
quote-1548,1548,stage:unassigned,category:appliances,subcategory:cooktops,"SMEG CIR66XS 600mm s/steel gas cooktop, wok burner, cast trivets, flame failure",EACH,,SMEG UPGRADE OPTIONS,product,product:appliances:cooktops:smeg-cir66xs-600mm-s-steel-gas-cooktop-wok-burner-cast-trivets-flame-failure,true,,,,rule,product:appliances:cooktops:smeg-cir66xs-600mm-s-steel-gas-cooktop-wok-burner-cast-trivets-flame-failure,,missing-product-library-candidate,Physical product/material candidate.
